Equipo,Componente,Id,Resultado,Horas Funcionamiento,Horas del Aceite,Fecha de Análisis,B,Nit,Oxi,Sul,St,V,Al,Cr,Cu,Fe,Pb,Mo,Ni,Sn,Si,K,Na,W,F,A,ISO,PQI,Ba,Ca,Mg,Mn,P,Zn,Ag,Ti,V40,V100,TBN,TAN,ISO14,ISO4,ISO6
1377,Masa Derecha,292705,1,50694,484,2019-05-03 00:00:00.000,117,NULL,NULL,NULL,NULL,0,0,0,0,7,0,1,1,0,4,1,5,N,NULL,NULL,21/17/14,23,0,339,4,0,323,18,0,0,NULL,24.9,NULL,NULL,14,21,17
1377,Masa Derecha,295460,1,50925,231,2019-05-16 00:00:00.000,105,NULL,NULL,NULL,NULL,0,0,0,0,17,0,1,0,0,1,1,6,N,NULL,NULL,21/17/13,36,0,358,4,0,306,33,0,0,NULL,25.1,NULL,NULL,13,21,17
1377,Masa Izquierda,274758,2,49427,532,2019-02-24 00:00:00.000,112,NULL,NULL,NULL,NULL,0,0,0,0,32,0,0,1,0,3,1,6,N,NULL,NULL,221712,14,0,355,5,0,340,27,0,0,NULL,25.3,NULL,NULL,12,22,17
1377,Motor,194804,2,43483,249,2018-03-13 00:00:00.000,112,6,14,20,26,0,2,0,1,14,1,66,1,0,2,1,2,N,N,N,NULL,34,0,1962,414,0,1132,1335,0,0,NULL,14.2,9,NULL,NULL,NULL,NULL
1377,Motor,218423,1,45206,275,2018-07-15 00:00:00.000,119,6,17,22,36,0,2,0,2,16,0,64,0,0,3,1,3,N,N,N,NULL,19,0,1978,407,0,1152,1349,0,0,NULL,14.9,9.7,NULL,NULL,NULL,NULL
1377,Motor,271341,1,49173,278,2019-02-10 00:00:00.000,45,7,15,19,31,2,3,0,3,14,0,49,0,1,6,1,9,N,N,N,NULL,8,0,1452,768,0,1090,1283,0,0,NULL,13.8,11,NULL,NULL,NULL,NULL
1377,Radiador,267451,1,48895,14028,2019-01-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1377,Sist de Dirección,191934,1,43234,1359,2018-04-01 00:00:00.000,0,NULL,NULL,NULL,NULL,0,0,0,1,1,0,0,0,1,3,0,2,N,NULL,NULL,17/16/15,7,0,3294,9,0,865,1078,0,0,NULL,11,NULL,NULL,15,17,16
1377,Sist de Dirección,231617,1,46298,2273,2018-09-10 00:00:00.000,4,NULL,NULL,NULL,NULL,0,1,0,1,2,1,0,0,0,4,0,4,N,NULL,NULL,171512,17,0,3118,10,0,885,1112,0,0,NULL,11,NULL,NULL,12,17,15
1377,Sist de Dirección,241492,1,47028,730,2018-10-19 00:00:00.000,2,NULL,NULL,NULL,NULL,0,0,0,1,2,1,0,0,0,1,0,5,N,NULL,NULL,191714,18,0,2851,10,0,943,1189,0,0,NULL,10.7,NULL,NULL,14,19,17
1377,Sist de Dirección,253695,2,47856,1558,2018-11-30 00:00:00.000,0,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,0,4,1,7,N,NULL,N,212118,8,0,2771,9,0,915,1157,0,0,NULL,10.7,NULL,NULL,18,21,21
1377,Convertidor,245027,1,47307,279,2018-11-01 00:00:00.000,3,NULL,NULL,NULL,NULL,0,0,0,1,3,0,0,0,0,0,1,3,N,NULL,NULL,21/17/12,10,0,2599,9,0,907,1112,0,0,NULL,10.8,NULL,NULL,12,21,17
1377,Convertidor,285132,1,50210,535,2019-04-09 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,1,3,0,0,0,0,2,1,3,N,NULL,NULL,19/16/12,5,0,2737,9,0,925,1145,0,0,NULL,11.6,NULL,NULL,12,19,16
1377,Diferencial Trasero,253687,1,47856,266,2018-11-30 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,18,8,1,0,0,1,1,0,4,N,NULL,NULL,211712,4,0,452,4,0,338,73,0,0,NULL,24.3,NULL,NULL,12,21,17
1377,Diferencial Trasero,263410,1,48641,1051,2019-01-09 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,32,14,2,0,0,1,2,0,6,N,NULL,NULL,211614,28,0,493,2,0,363,86,0,0,NULL,24.4,NULL,NULL,14,21,16
1377,Mando Final TD,178337,2,42132,1048,2018-02-02 00:00:00.000,90,NULL,NULL,NULL,NULL,1,0,0,36,23,3,0,0,2,2,0,5,N,NULL,NULL,22/18/12,27,0,600,1,0,365,122,0,0,NULL,21.5,NULL,NULL,12,22,18
1377,Mando Final TD,210950,1,44652,902,2018-06-13 00:00:00.000,97,NULL,NULL,NULL,NULL,0,0,0,22,17,2,0,1,1,4,0,5,N,NULL,NULL,211914,23,0,469,2,0,359,74,0,0,NULL,22.8,NULL,NULL,14,21,19
1377,Mando Final TD,253691,1,47856,266,2018-11-30 00:00:00.000,98,NULL,NULL,NULL,NULL,0,0,0,17,8,2,0,0,1,1,0,4,N,NULL,NULL,201612,3,0,452,3,0,338,70,0,0,NULL,24.1,NULL,NULL,12,20,16
1377,Mando Final TD,292753,1,50694,1019,2019-05-03 00:00:00.000,101,NULL,NULL,NULL,NULL,0,0,0,17,18,1,0,1,1,4,0,7,N,NULL,NULL,22/18/15,30,0,469,3,0,345,91,0,0,NULL,22.7,NULL,NULL,15,22,18
1377,Mando Final TD,299001,1,51171,1496,2019-05-29 00:00:00.000,94,NULL,NULL,NULL,NULL,0,0,0,23,24,2,1,1,1,6,0,6,N,NULL,NULL,22/18/12,33,0,449,4,0,330,88,0,0,NULL,23.3,NULL,NULL,12,22,18
1377,Mando Final TI,181691,1,42403,1319,2018-02-17 00:00:00.000,90,NULL,NULL,NULL,NULL,0,0,0,37,25,3,0,0,1,3,0,5,N,NULL,NULL,22/15/13,38,0,615,2,0,386,126,0,0,NULL,22.4,NULL,NULL,13,22,15
1377,Mando Final TI,185077,2,42684,1600,2018-03-03 00:00:00.000,92,NULL,NULL,NULL,NULL,0,0,0,46,28,3,0,0,1,4,0,6,N,NULL,NULL,221714,40,0,634,2,0,395,135,0,0,NULL,21.9,NULL,NULL,14,22,17
1377,Mando Final TI,188382,2,42950,1866,2018-03-17 00:00:00.000,82,NULL,NULL,NULL,NULL,0,0,0,47,28,5,0,1,2,7,0,8,N,NULL,NULL,221915,13,1,632,2,0,380,130,0,0,NULL,21.8,NULL,NULL,15,22,19
1377,Mando Final TI,210951,1,44652,902,2018-06-13 00:00:00.000,98,NULL,NULL,NULL,NULL,0,0,0,23,17,2,0,1,1,4,0,5,N,NULL,NULL,221813,27,0,486,2,0,362,81,0,0,NULL,23.4,NULL,NULL,13,22,18
1377,Mando Final TI,218410,2,45206,1456,2018-07-15 00:00:00.000,92,NULL,NULL,NULL,NULL,0,0,0,29,20,3,0,0,1,5,1,4,N,NULL,NULL,211612,28,0,694,2,0,410,156,0,0,NULL,21.3,NULL,NULL,12,21,16
1377,Mando Final TI,228209,2,46020,NULL,2018-08-26 00:00:00.000,100,NULL,NULL,NULL,NULL,0,1,0,18,12,1,0,0,0,3,0,7,N,NULL,NULL,201712,26,0,579,2,0,386,118,0,0,NULL,21.5,NULL,NULL,12,20,17
1377,Mando Final TI,253690,1,47856,266,2018-11-30 00:00:00.000,97,NULL,NULL,NULL,NULL,0,0,0,17,8,1,0,0,1,1,0,4,N,NULL,NULL,211612,2,0,452,4,0,340,71,0,0,NULL,23.4,NULL,NULL,12,21,16
1377,Masa Derecha,185082,1,42684,281,2018-03-03 00:00:00.000,106,NULL,NULL,NULL,NULL,0,0,0,0,7,0,0,0,0,2,0,4,N,NULL,NULL,211917,15,0,365,1,0,336,29,0,0,NULL,24.4,NULL,NULL,17,21,19
1377,Masa Derecha,201720,1,44025,542,2018-05-11 00:00:00.000,114,NULL,NULL,NULL,NULL,0,0,1,0,16,0,0,1,0,6,0,3,N,NULL,NULL,21/17/13,5,0,330,1,0,330,21,0,0,NULL,24.1,NULL,NULL,13,21,17
1377,Masa Derecha,234140,1,46524,226,2018-09-21 00:00:00.000,96,NULL,NULL,NULL,NULL,0,0,0,0,8,0,0,1,0,3,0,4,N,NULL,NULL,21/17/12,10,0,295,2,0,306,12,0,0,NULL,25.6,NULL,NULL,12,21,17
1377,Masa Derecha,253702,1,47856,549,2018-11-30 00:00:00.000,106,NULL,NULL,NULL,NULL,0,0,0,0,12,0,0,1,0,4,0,5,N,NULL,NULL,221813,8,0,323,4,0,319,23,0,0,NULL,24.5,NULL,NULL,13,22,18
1377,Masa Derecha,263404,1,48641,266,2019-01-09 00:00:00.000,104,NULL,NULL,NULL,NULL,0,0,0,0,6,0,0,0,0,3,0,6,N,NULL,NULL,211713,32,0,336,3,0,325,29,0,0,NULL,26.2,NULL,NULL,13,21,17
1377,Masa Derecha,277396,1,49675,248,2019-03-09 00:00:00.000,104,NULL,NULL,NULL,NULL,0,0,0,0,6,0,0,1,0,0,1,5,N,NULL,NULL,22/19/14,27,0,335,3,0,323,24,0,0,NULL,25.1,NULL,NULL,14,22,19
1377,Masa Derecha,299037,1,51171,477,2019-05-29 00:00:00.000,101,NULL,NULL,NULL,NULL,0,0,0,0,6,0,1,1,0,3,0,4,N,NULL,NULL,21/17/12,32,0,323,4,0,287,23,0,0,NULL,25.1,NULL,NULL,12,21,17
1377,Masa Izquierda,191933,1,43234,284,2018-04-01 00:00:00.000,125,NULL,NULL,NULL,NULL,0,0,0,0,12,0,0,1,0,15,0,4,N,NULL,NULL,22/18/14,40,0,340,4,0,326,20,0,0,NULL,24.5,NULL,NULL,14,22,18
1372,Mando Final TI,280053,1,46360,2411,2019-03-20 00:00:00.000,111,4,9,12,0,0,0,0,16,11,1,0,0,1,2,0,4,N,NULL,NULL,211713,15,0,372,2,0,334,36,0,0,NULL,23.5,NULL,NULL,13,21,17
1372,Masa Derecha,183706,1,39527,338,2018-02-26 00:00:00.000,119,NULL,NULL,NULL,NULL,0,0,0,0,8,0,0,0,0,4,0,4,N,NULL,NULL,22/20/14,11,0,301,1,0,311,16,0,0,NULL,23.3,NULL,NULL,14,22,20
1372,Masa Derecha,218897,1,42141,608,2018-07-17 00:00:00.000,100,NULL,NULL,NULL,NULL,0,0,0,0,11,0,0,1,0,3,0,4,N,NULL,NULL,G-NM1,8,0,352,4,0,347,34,0,0,NULL,23.9,NULL,NULL,NULL,NULL,NULL
1372,Masa Derecha,279958,1,46360,387,2019-03-20 00:00:00.000,116,NULL,NULL,NULL,NULL,0,0,0,0,11,0,0,1,0,5,0,4,N,NULL,NULL,232016,15,0,341,2,0,330,22,0,0,NULL,23.6,NULL,NULL,16,23,20
1372,Masa Izquierda,187723,1,39841,652,2018-03-17 00:00:00.000,90,NULL,NULL,NULL,NULL,0,0,0,1,14,0,1,1,0,7,0,8,N,NULL,NULL,232016,17,0,318,2,0,302,23,0,0,NULL,24.1,NULL,NULL,16,23,20
1372,Masa Izquierda,197843,1,40469,628,2018-04-25 00:00:00.000,100,NULL,NULL,NULL,NULL,1,0,0,0,13,0,0,2,0,3,0,5,N,NULL,NULL,22/19/13,5,0,348,3,0,311,31,0,0,NULL,24,NULL,NULL,13,22,19
1372,Masa Izquierda,226024,1,42703,562,2018-08-18 00:00:00.000,107,NULL,NULL,NULL,NULL,0,0,0,0,14,0,0,2,0,6,0,4,N,NULL,NULL,211814,8,0,332,5,0,331,25,0,0,NULL,23.2,NULL,NULL,14,21,18
1372,Motor,193958,3,40230,114,2018-04-08 00:00:00.000,218,6,15,22,8,0,6,1,1010,122,6,99,0,1,7,10,640,N,N,NULL,NULL,46,0,1959,411,1,1196,1356,0,0,NULL,14.8,NULL,NULL,NULL,NULL,NULL
1372,Motor,226022,2,42703,562,2018-08-18 00:00:00.000,117,7,18,24,45,0,2,0,2,35,0,69,0,0,2,0,1,N,N,N,NULL,2,0,2003,423,0,1133,1356,0,0,NULL,14.6,NULL,NULL,NULL,NULL,NULL
1372,Motor,279909,1,46360,387,2019-03-20 00:00:00.000,127,6,13,18,28,0,3,0,1,18,0,69,0,0,3,0,2,N,N,N,NULL,6,0,1962,397,0,1115,1332,0,0,NULL,14.5,NULL,NULL,NULL,NULL,NULL
1372,Radiador,242274,1,43949,NULL,2018-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1372,Sist de Dirección,211521,1,41533,1417,2018-06-16 00:00:00.000,4,NULL,NULL,NULL,NULL,0,1,0,1,2,1,0,0,0,4,1,2,N,NULL,NULL,191713,11,0,3275,9,0,878,1093,0,0,NULL,11.1,NULL,NULL,13,19,17
1372,Sist de Dirección,248931,1,44396,447,2018-11-13 00:00:00.000,4,NULL,NULL,NULL,NULL,0,0,0,0,1,1,1,0,0,3,0,1,N,NULL,N,191714,4,0,3249,14,0,858,1076,0,0,NULL,11,NULL,NULL,14,19,17
1372,Sist de Dirección,279928,1,46360,794,2019-03-20 00:00:00.000,4,NULL,NULL,NULL,NULL,0,2,0,0,2,0,1,0,0,6,1,1,N,NULL,N,201815,10,0,3327,13,0,881,1102,0,0,NULL,11.1,NULL,NULL,15,20,18
1372,Sist. Hidráulico,179644,1,39189,2096,2018-02-09 00:00:00.000,10,NULL,NULL,NULL,NULL,0,2,0,1,8,1,0,3,0,14,0,7,N,NULL,NULL,21/19/16,5,0,3033,10,0,833,1033,0,0,NULL,6.8,NULL,NULL,16,21,19
1372,Sist. Hidráulico,191925,1,40116,589,2018-04-01 00:00:00.000,0,NULL,NULL,NULL,NULL,0,2,0,2,9,2,0,2,1,12,0,6,N,NULL,NULL,21/18/12,4,0,3221,9,0,845,1071,0,0,NULL,6.7,NULL,NULL,12,21,18
1372,Sist. Hidráulico,211522,1,41533,1417,2018-06-16 00:00:00.000,5,NULL,NULL,NULL,NULL,0,2,0,4,7,2,0,1,0,10,0,3,N,NULL,NULL,211814,9,0,3233,10,0,888,1110,0,0,NULL,6.8,NULL,NULL,14,21,18
1372,Sist. Hidráulico,262206,3,45281,106,2019-01-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E,NULL,NULL,H2O,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1372,Sist. Hidráulico,270940,3,45713,147,2019-02-09 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,5,24,0,1,0,0,8,1,3,N,NULL,N,232115,5,0,3353,9,0,904,1125,0,0,NULL,6.6,NULL,NULL,15,23,21
1372,Sist. Hidráulico,294988,2,47220,860,2019-05-13 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,0,2,16,0,1,1,0,13,1,5,N,NULL,N,23/21/15,15,0,3363,10,0,865,1111,0,0,NULL,6.6,NULL,NULL,15,23,21
1372,Transmisión,175689,1,38865,303,2018-01-23 00:00:00.000,12,NULL,NULL,NULL,NULL,1,0,0,4,5,0,0,0,1,2,0,1,N,NULL,NULL,221712,11,0,3098,8,0,845,1043,0,0,NULL,12,NULL,NULL,12,22,17
1372,Transmisión,179648,2,39189,324,2018-02-09 00:00:00.000,13,NULL,NULL,NULL,NULL,0,3,0,6,8,0,0,0,0,8,0,1,N,NULL,NULL,23/22/17,2,0,2922,7,0,811,994,0,0,NULL,12.1,NULL,NULL,17,23,22
1372,Transmisión,191926,1,40116,275,2018-04-01 00:00:00.000,0,NULL,NULL,NULL,NULL,0,1,0,5,7,0,0,0,1,4,0,2,N,NULL,NULL,19/16/12,5,0,3370,8,0,883,1096,0,0,NULL,11.4,NULL,NULL,12,19,16
1372,Transmisión,201508,1,40786,945,2018-05-10 00:00:00.000,9,NULL,NULL,NULL,NULL,0,1,0,5,8,1,0,0,0,4,0,1,N,NULL,NULL,21/18/12,6,0,3394,10,0,904,1118,0,0,NULL,11.9,NULL,NULL,12,21,18
1375,Motor,272198,1,49209,312,2019-02-16 00:00:00.000,82.2,3.6,15,21.1,NULL,2.3,0.1,0.1,1.2,16.2,0.1,66.8,0.2,0.1,4.1,0.5,4.4,NULL,NULL,NULL,NULL,0,0.1,1283,296,0.2,1143,1385,0.1,0.1,13.69,NULL,7.5,NULL,NULL,NULL,NULL
1375,Sist de Dirección,267637,1,48897,1888,2019-01-27 00:00:00.000,0.9,NULL,6.8,NULL,NULL,0.1,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.7,0.9,4.4,NULL,NULL,NULL,21/18/15,0,0.1,1888,13.7,0.1,772,1209,0.1,0.1,10.61,NULL,NULL,1.9,NULL,NULL,NULL
1375,Sist de Dirección,286742,3,50221,3212,2019-04-14 00:00:00.000,1.3,NULL,6.8,NULL,NULL,0.2,0.4,0.1,0.6,3.6,0.1,4.1,0.5,0.1,8.6,0.1,2.5,NULL,NULL,NULL,20/18/16,0,0.1,1963,15.3,1,707,1064,0.1,0.4,10.74,NULL,NULL,2.7,NULL,NULL,NULL
1375,Sist. Hidráulico,202484,1,44279,NULL,2018-05-05 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,1,1,9,1,0,2,0,15,0,2,N,NULL,NULL,191712,10,0,3192,8,0,862,1100,0,0,NULL,6.7,NULL,NULL,12,19,17
1375,Transmisión,202485,1,44279,NULL,2018-05-05 00:00:00.000,5,NULL,NULL,NULL,NULL,0,1,0,1,4,0,0,0,0,3,0,1,N,NULL,NULL,191613,14,0,3204,9,0,859,1092,0,0,NULL,11.2,NULL,NULL,13,19,16
1375,Transmisión,262648,1,48549,144,2019-01-08 00:00:00.000,1,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.7,5.3,0.1,0.7,0.1,0.1,6.3,2.5,2.3,NULL,NULL,NULL,21/18/15,0,0.2,2081,13.7,0.1,822,1194,0.1,0.2,11.05,NULL,NULL,NULL,NULL,NULL,NULL
1375,Transmisión,285921,3,50221,333,2019-04-14 00:00:00.000,1.9,NULL,NULL,NULL,NULL,0.1,1.7,0.1,1.1,8.2,0.1,4.7,0.2,0.1,16.5,0.8,11.8,NULL,NULL,NULL,23/21/19,0,0.1,2046,16.6,0.6,690,1065,0.1,0.8,10.71,NULL,NULL,NULL,NULL,NULL,NULL
1376,Convertidor,254814,1,46157,742,2018-10-17 00:00:00.000,1.5,NULL,NULL,NULL,NULL,0.1,2.2,0.1,1.3,6.1,0.5,3.1,0.1,0.1,5.4,0.3,2.3,NULL,NULL,NULL,18/16/12,0,0.1,1932,14.7,0.1,826,1103,0.1,0.2,10.8,NULL,NULL,NULL,NULL,NULL,NULL
1376,Convertidor,291586,1,49476,684,2019-04-29 00:00:00.000,2.2,NULL,NULL,NULL,NULL,0.1,1.8,0.1,2.5,7,0.1,5.7,0.1,0.1,3.3,0.1,1.5,NULL,NULL,NULL,17/16/14,0,0.1,1846,13.9,0.1,751,1119,0.1,0.2,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1376,Diferencial Trasero,262019,3,47460,3647,2019-01-04 00:00:00.000,83.5,NULL,NULL,NULL,NULL,0.1,0.1,0.6,19.3,55.3,0.1,0.9,1.1,0.1,10.5,0.5,10.1,NULL,NULL,NULL,19/17/14,8,0.1,184,2.4,0.1,225,20.1,0.1,0.1,25.24,NULL,NULL,NULL,NULL,NULL,NULL
1376,Diferencial Trasero,275749,1,48486,1026,2019-03-04 00:00:00.000,85.3,NULL,15,NULL,NULL,0.3,0.1,0.3,5.7,24.4,0.1,0.1,0.6,0.1,3.4,0.2,5.9,NULL,NULL,NULL,17/15/11,0,0.1,176,1.4,0.3,204,11.8,0.1,0.1,23.81,NULL,NULL,1.1,NULL,NULL,NULL
1376,Mando Final TD,209448,1,43838,NULL,2018-05-29 00:00:00.000,104,NULL,NULL,NULL,NULL,0,0,0,3,7,0,0,0,0,2,0,5,N,NULL,NULL,221813,28,0,341,2,0,334,23,0,0,NULL,24.5,NULL,NULL,13,22,18
1376,Mando Final TD,254203,3,45913,2100,2018-10-03 00:00:00.000,83.9,NULL,NULL,NULL,NULL,0.1,0.4,0.4,16.9,29.8,1.1,0.6,0.4,0.2,8.4,0.4,10.3,NULL,NULL,NULL,24/20/17,0,0.1,211,3.2,0.2,167,20.9,0.1,0.4,24.3,NULL,NULL,NULL,NULL,NULL,NULL
1376,Mando Final TD,254821,3,46157,2344,2018-10-17 00:00:00.000,83.7,NULL,NULL,NULL,NULL,0.1,0.5,0.4,18.1,33.6,3.3,0.5,0.8,0.1,9,0.1,9.7,NULL,NULL,NULL,19/16/11,12,0.1,207,2.3,0.6,220,21.1,0.1,0.1,24.33,NULL,NULL,NULL,NULL,NULL,NULL
1376,Mando Final TD,262021,3,47460,3647,2019-01-04 00:00:00.000,83.1,NULL,NULL,NULL,NULL,0.1,0.1,0.5,19.3,54.5,0.1,0.1,0.9,0.1,11.3,0.2,9.7,NULL,NULL,NULL,18/16/11,7,0.1,187,2.7,0.1,219,21.2,0.1,0.1,25.14,NULL,NULL,NULL,NULL,NULL,NULL
1376,Mando Final TD,275751,1,48486,1026,2019-03-04 00:00:00.000,83.2,NULL,NULL,NULL,NULL,0.1,0.1,0.1,5.7,22.4,0.1,0.1,0.1,0.1,3.6,0.3,5.6,NULL,NULL,NULL,15/13/8,0,0.1,167,1.7,0.2,207,12.8,0.1,0.1,23.81,NULL,NULL,NULL,NULL,NULL,NULL
1376,Mando Final TD,291607,1,49476,2016,2019-04-29 00:00:00.000,80.5,NULL,NULL,NULL,NULL,0.1,0.1,0.1,8.2,22.1,0.9,2.4,1.2,0.1,3.9,0.1,6.4,NULL,NULL,NULL,19/16/13,0,0.1,197,1.9,0.1,175,12.9,0.1,0.2,23.97,NULL,NULL,NULL,NULL,NULL,NULL
1376,Mando Final TD,291610,1,49476,2016,2019-04-29 00:00:00.000,80.5,NULL,NULL,NULL,NULL,0.1,0.1,0.1,8.2,22.1,0.9,2.4,1.2,0.1,3.9,0.1,6.4,NULL,NULL,NULL,19/16/13,0,0.1,197,1.9,0.1,175,12.9,0.1,0.2,23.97,NULL,NULL,NULL,NULL,NULL,NULL
1376,Mando Final TI,202907,1,43671,NULL,2018-05-13 00:00:00.000,96,NULL,NULL,NULL,NULL,1,0,1,31,32,3,1,1,2,3,0,6,N,NULL,NULL,211712,21,0,312,1,0,303,20,0,0,NULL,24.7,NULL,NULL,12,21,17
1376,Mando Final TI,209449,1,43838,NULL,2018-05-29 00:00:00.000,105,NULL,NULL,NULL,NULL,0,0,0,3,7,0,0,0,0,2,0,5,N,NULL,NULL,221713,22,0,350,2,0,340,24,0,0,NULL,24.3,NULL,NULL,13,22,17
1376,Masa Derecha,202910,1,43671,NULL,2018-05-13 00:00:00.000,104,NULL,NULL,NULL,NULL,1,0,1,0,5,0,1,0,1,1,0,4,N,NULL,NULL,211612,20,0,301,1,0,301,17,0,0,NULL,24.2,NULL,NULL,12,21,16
1376,Masa Derecha,254200,1,45913,249,2018-10-03 00:00:00.000,89,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,1.2,0.5,1.2,0.1,0.1,0.7,0.3,5,NULL,NULL,NULL,21/19/15,0,0.1,220,2.7,0.1,164,16.8,0.1,0.4,23.9,NULL,NULL,NULL,NULL,NULL,NULL
1375,Masa Derecha,297074,1,50875,654,2019-05-22 00:00:00.000,83.1,NULL,NULL,NULL,NULL,0.1,1,0.2,0.1,14.8,0.1,1,1.1,0.1,3.7,0.1,6.1,NULL,NULL,NULL,23/21/16,0,0.1,254,2.9,0.3,203,29.7,0.1,0.2,23.05,NULL,NULL,NULL,NULL,NULL,NULL
1375,Masa Izquierda,205075,1,44552,NULL,2018-05-20 00:00:00.000,104,NULL,NULL,NULL,NULL,0,0,0,0,5,0,0,0,0,3,2,4,N,NULL,NULL,211812,27,0,350,5,0,327,30,0,0,NULL,23.6,NULL,NULL,12,21,18
1375,Masa Izquierda,262652,1,48549,364,2019-01-08 00:00:00.000,92.3,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,7.8,0.1,0.4,0.1,0.1,1.1,0.1,4.3,NULL,NULL,NULL,21/18/14,0,0.1,193,1.9,0.1,247,12,0.1,0.1,24.82,NULL,NULL,NULL,NULL,NULL,NULL
1375,Masa Izquierda,272203,3,49209,312,2019-02-16 00:00:00.000,76.8,NULL,NULL,NULL,NULL,0.5,0.1,0.1,0.1,8.3,0.1,0.8,0.3,0.1,4,0.1,4.7,NULL,NULL,NULL,21/18/13,0,0.1,374,2.7,0.1,319,117,0.1,0.6,21.52,NULL,NULL,NULL,NULL,NULL,NULL
1375,Motor,202480,3,44279,NULL,2018-05-05 00:00:00.000,90,6,15,21,21,0,2,0,1,10,1,70,0,0,2,80,10,N,N,NULL,NULL,13,0,1936,388,0,1108,1315,0,0,NULL,14.4,NULL,NULL,NULL,NULL,NULL
1375,Motor,254332,1,47948,104,2018-12-04 00:00:00.000,112,NULL,NULL,NULL,NULL,0.1,0.7,0.1,1.7,4.9,0.1,73.7,0.5,0.1,2.3,0.9,3.8,NULL,NULL,NULL,NULL,0,0.1,1405,387,0.1,1017,1638,0.1,0.1,14.04,NULL,NULL,NULL,NULL,NULL,NULL
1375,Motor,281338,1,49888,345,2019-03-27 00:00:00.000,88,3.5,14.9,21.9,NULL,0.1,0.1,0.1,4.2,11.6,0.1,52.6,0.3,0.1,2.2,0.1,2.8,NULL,NULL,NULL,NULL,0,0.2,1438,306,1.3,727,1397,0.2,0.1,13.72,NULL,7.5,NULL,NULL,NULL,NULL
1375,Sist de Dirección,205076,1,44552,NULL,2018-05-20 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,1,2,1,0,0,0,4,0,4,N,NULL,NULL,171612,2,0,3189,10,0,839,1077,0,0,NULL,11.3,NULL,NULL,12,17,16
1375,Sist. Hidráulico,281341,1,49888,2879,2019-03-27 00:00:00.000,1.6,NULL,6.3,NULL,NULL,0.1,1.2,0.9,0.9,11,0.1,1.4,2.3,0.1,11.1,1.8,4.5,NULL,NULL,NULL,19/17/15,0,0.3,1899,23.7,0.7,803,1238,0.1,0.7,6.6,NULL,NULL,1.3,NULL,NULL,NULL
1375,Transmisión,205078,1,44552,NULL,2018-05-20 00:00:00.000,5,NULL,NULL,NULL,NULL,0,1,0,1,5,1,0,0,0,4,0,2,N,NULL,NULL,191513,18,0,3214,9,0,868,1090,0,0,NULL,11.3,NULL,NULL,13,19,15
1375,Transmisión,257925,1,48185,341,2018-12-17 00:00:00.000,1.1,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.6,6,0.1,0.1,0.1,0.1,7.1,0.4,2.8,NULL,NULL,NULL,20/18/14,0,0.1,2441,13.9,0.1,881,1041,0.1,0.2,10.89,NULL,NULL,NULL,NULL,NULL,NULL
1375,Transmisión,281339,1,49888,679,2019-03-27 00:00:00.000,5.6,NULL,NULL,NULL,NULL,0.1,0.7,0.1,1.2,4.6,0.1,2.2,0.1,0.1,5.6,0.1,1.5,NULL,NULL,NULL,19/17/15,0,0.2,2018,25,0.4,940,1033,0.1,0.3,10.89,NULL,NULL,NULL,NULL,NULL,NULL
1375,Transmisión,297069,1,50875,347,2019-05-22 00:00:00.000,1,NULL,NULL,NULL,NULL,0.1,1.5,0.1,0.2,2.6,0.1,3.4,0.1,0.1,6.4,0.1,0.6,NULL,NULL,NULL,19/17/15,0,0.1,1901,13.9,0.2,709,1101,0.1,0.5,10.65,NULL,NULL,NULL,NULL,NULL,NULL
