Equipo,Componente,Id,Resultado,Horas Funcionamiento,Horas del Aceite,Fecha de Análisis,B,Nit,Oxi,Sul,St,V,Al,Cr,Cu,Fe,Pb,Mo,Ni,Sn,Si,K,Na,W,F,A,ISO,PQI,Ba,Ca,Mg,Mn,P,Zn,Ag,Ti,V40,V100,TBN,TAN,ISO14,ISO4,ISO6
1423,Motor,190115,1,28402,275,2018-03-24 00:00:00.000,106,6,15,21,35,0,2,0,1,18,0,63,0,0,3,0,2,N,N,N,NULL,6,0,1814,376,0,1063,1260,0,0,NULL,14.6,9.1,NULL,NULL,NULL,NULL
1423,Motor,193456,2,28703,301,2018-04-07 00:00:00.000,121,7,16,22,41,0,1,0,2,24,0,67,1,0,2,1,3,N,N,N,NULL,14,0,2050,469,0,1176,1375,0,0,NULL,14.4,9.1,NULL,NULL,NULL,NULL
1423,Motor,258970,1,33862,275,2018-12-23 00:00:00.000,39,8,18,21,29,2,2,0,1,12,0,50,0,1,1,4,9,N,N,N,NULL,5,0,1319,795,0,1039,1254,0,0,NULL,14.6,9.2,NULL,NULL,NULL,NULL
1423,Motor,266402,3,34420,288,2019-01-21 00:00:00.000,16,8,16,19,35,0,2,0,1,21,1,50,1,0,3,65,68,N,N,NULL,NULL,30,0,1372,780,0,1052,1245,0,0,NULL,14.3,10.4,NULL,NULL,NULL,NULL
1423,Motor,269005,3,34606,56,2019-02-01 00:00:00.000,38,7,17,20,13,3,2,0,1,8,1,50,0,1,3,43,48,N,N,NULL,NULL,7,0,1299,765,0,1071,1207,0,0,NULL,14.1,10.3,NULL,NULL,NULL,NULL
1423,Motor,285114,1,35814,274,2019-04-08 00:00:00.000,39,8,18,20,34,1,2,0,3,15,0,48,0,0,3,6,11,N,N,N,NULL,24,0,1302,779,0,1006,1195,0,0,NULL,14.2,9.2,NULL,NULL,NULL,NULL
1423,Motor,295725,2,36551,488,2019-05-18 00:00:00.000,40,9,20,24,64,0,4,0,2,30,0,47,1,0,4,3,13,N,N,N,NULL,23,0,1324,781,0,1015,1231,0,0,NULL,14.9,9.4,NULL,NULL,NULL,NULL
1423,Radiador,273238,2,34837,1250,2019-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1423,Radiador,277410,1,35269,1682,2019-03-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1423,Sist de Dirección,179663,1,27559,1859,2018-02-09 00:00:00.000,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,1,0,1,N,NULL,NULL,19/18/13,5,0,3210,9,0,866,1068,0,0,NULL,11.2,NULL,NULL,13,19,18
1423,Sist de Dirección,186422,2,28127,300,2018-03-09 00:00:00.000,4,NULL,NULL,NULL,NULL,0,1,0,0,3,0,0,0,0,3,0,1,N,NULL,NULL,222117,15,0,3308,7,0,892,1127,0,0,NULL,11,NULL,NULL,17,22,21
1423,Sist de Dirección,193397,1,28703,876,2018-04-07 00:00:00.000,0,NULL,NULL,NULL,NULL,0,0,0,0,1,0,0,0,0,3,0,2,N,NULL,NULL,19/18/13,7,0,3251,9,0,871,1097,0,0,NULL,11.2,NULL,NULL,13,19,18
1423,Sist de Dirección,218121,1,30653,550,2018-07-14 00:00:00.000,6,NULL,NULL,NULL,NULL,0,1,0,1,1,0,1,0,0,4,0,2,N,NULL,NULL,20/18/14,21,0,3364,12,0,885,1113,0,0,NULL,11.5,NULL,NULL,14,20,18
1423,Sist de Dirección,261640,1,34078,1565,2019-01-03 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,0,3,1,3,N,NULL,N,19/16/12,2,0,2728,9,0,914,1124,0,0,NULL,10.6,NULL,NULL,12,19,16
1423,Sist de Dirección,265741,1,34366,779,2019-01-18 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,0,2,1,0,0,0,4,1,4,N,NULL,N,191713,2,0,2915,9,0,955,1182,0,0,NULL,10.9,NULL,NULL,13,19,17
1423,Sist de Dirección,281303,1,35540,990,2019-03-25 00:00:00.000,0,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,0,3,1,2,N,NULL,N,18/16/14,6,0,2978,10,0,971,1196,0,0,NULL,10.8,NULL,NULL,14,18,16
1423,Sist. Hidráulico,212211,2,30103,589,2018-06-18 00:00:00.000,0,NULL,NULL,NULL,NULL,0,2,1,1,7,1,1,1,1,7,1,9,N,NULL,NULL,20/17/13,35,0,3258,9,0,880,1114,0,0,NULL,7.6,NULL,NULL,13,20,17
1423,Sist. Hidráulico,244831,2,32811,1033,2018-10-31 00:00:00.000,4,NULL,NULL,NULL,NULL,0,2,0,1,12,1,0,2,0,8,1,10,N,NULL,NULL,22/17/14,2,0,2588,10,0,880,1071,0,0,NULL,5.9,NULL,NULL,14,22,17
1423,Sist. Hidráulico,268204,2,34550,963,2019-01-27 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,1,2,14,1,0,3,0,9,1,5,N,NULL,N,22/19/14,32,0,2819,10,0,950,1160,0,0,NULL,5.8,NULL,NULL,14,22,19
2060,Masa Derecha,278594,2,3637,517,2019-03-13 00:00:00.000,104,NULL,NULL,NULL,NULL,0,0,0,0,31,0,0,0,0,4,0,5,N,NULL,NULL,221812,36,0,317,2,0,324,15,0,0,NULL,25.4,NULL,NULL,12,22,18
2060,Masa Derecha,294819,1,4923,287,2019-05-13 00:00:00.000,100,NULL,NULL,NULL,NULL,0,0,0,0,18,0,1,0,0,3,0,3,N,NULL,NULL,21/17/12,2,0,347,4,0,317,17,0,0,NULL,25,NULL,NULL,12,21,17
2060,Masa Izquierda,250848,2,1379,303,2018-11-20 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,0,34,0,0,1,0,7,1,5,N,NULL,NULL,S-M,48,0,334,5,0,319,30,0,0,NULL,25.1,NULL,NULL,NULL,NULL,NULL
2060,Masa Izquierda,284369,2,4136,499,2019-04-05 00:00:00.000,87,NULL,NULL,NULL,NULL,0,0,0,0,45,0,0,0,0,3,0,2,N,NULL,NULL,221814,48,0,333,5,0,327,30,0,0,NULL,24.9,NULL,NULL,14,22,18
2060,Masa Izquierda,291995,2,4636,500,2019-04-29 00:00:00.000,94,NULL,NULL,NULL,NULL,0,0,0,0,54,0,1,1,0,5,0,5,N,NULL,NULL,221912,48,0,312,4,1,308,19,0,0,NULL,25.3,NULL,NULL,12,22,19
2060,Masa Izquierda,294814,2,4923,287,2019-05-13 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,0,36,0,1,0,0,3,0,3,N,NULL,NULL,22/17/12,9,0,354,10,0,313,24,0,0,NULL,25,NULL,NULL,12,22,17
2060,Motor,246822,2,1076,525,2018-11-06 00:00:00.000,51,8,18,21,36,0,2,0,1,53,1,49,0,0,2,1,5,N,N,N,NULL,11,0,1350,764,1,1036,1251,0,0,NULL,15.4,8.9,NULL,NULL,NULL,NULL
2060,Motor,260092,3,2088,488,2018-12-26 00:00:00.000,54,9,19,22,44,4,2,0,2,81,0,57,0,0,6,0,8,N,N,N,NULL,33,0,1493,871,1,1128,1395,0,0,NULL,15.2,9.5,NULL,NULL,NULL,NULL
2060,Motor,263047,1,2347,259,2019-01-08 00:00:00.000,53,8,19,21,27,0,1,0,1,34,0,50,0,0,7,0,6,N,N,N,NULL,32,0,1309,819,0,1045,1244,0,0,NULL,15,9.1,NULL,NULL,NULL,NULL
2060,Motor,269386,1,2888,277,2019-02-02 00:00:00.000,41,8,17,20,25,3,2,0,1,30,1,50,0,1,7,2,7,N,N,N,NULL,13,0,1436,791,0,1088,1306,0,0,NULL,14.2,9.7,NULL,NULL,NULL,NULL
2060,Motor,281464,1,3922,285,2019-03-26 00:00:00.000,46,6,14,17,23,1,2,0,1,22,0,51,0,0,7,1,4,N,N,N,NULL,2,0,1371,838,0,1021,1266,0,0,NULL,14.5,9.9,NULL,NULL,NULL,NULL
2060,Motor,284344,1,4136,499,2019-04-05 00:00:00.000,33,9,20,23,48,0,1,0,1,37,0,49,0,0,5,0,4,N,N,N,NULL,14,0,1400,863,0,1111,1299,0,0,NULL,14.7,9.5,NULL,NULL,NULL,NULL
2060,Sist de Dirección,260126,1,2088,488,2018-12-26 00:00:00.000,1,NULL,NULL,NULL,NULL,0,2,0,1,2,0,0,0,0,4,2,6,N,NULL,N,19/17/13,17,0,2803,11,0,931,1154,0,0,NULL,10.8,NULL,NULL,13,19,17
2060,Sist de Dirección,273074,2,3120,1520,2019-02-15 00:00:00.000,0,NULL,NULL,NULL,NULL,0,2,0,1,3,0,0,0,0,5,2,8,N,NULL,N,G-NM1,12,0,3000,11,0,963,1198,0,0,NULL,10.8,NULL,NULL,NULL,NULL,NULL
2060,Sist de Dirección,284360,2,4136,2536,2019-04-05 00:00:00.000,1,NULL,NULL,NULL,NULL,0,2,0,1,3,0,0,0,0,4,2,6,N,NULL,N,G-NM1,1,0,2785,10,0,929,1160,0,0,NULL,11.5,NULL,NULL,NULL,NULL,NULL
2060,Sist de Dirección,291978,1,4636,3036,2019-04-29 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,0,1,3,0,0,0,0,5,2,9,N,NULL,N,191715,2,0,2782,10,0,948,1153,0,0,NULL,10.8,NULL,NULL,15,19,17
2060,Sist. Hidráulico,235892,3,273,273,2018-09-28 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,2,20,1,0,0,0,25,1,4,N,NULL,NULL,S-M,10,0,2669,10,0,939,1190,0,0,NULL,6.1,NULL,NULL,NULL,NULL,NULL
2060,Sist. Hidráulico,243210,2,823,272,2018-10-25 00:00:00.000,2,NULL,NULL,NULL,NULL,1,1,1,3,17,2,1,1,1,26,2,3,N,NULL,NULL,20/16/14,3,0,2767,11,1,962,1201,0,0,NULL,6,NULL,NULL,14,20,16
2060,Sist. Hidráulico,263249,2,2347,1796,2019-01-08 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,3,25,1,0,1,0,31,2,6,N,NULL,N,S-M,36,0,2545,10,0,913,1147,0,0,NULL,6.3,NULL,NULL,NULL,NULL,NULL
2060,Sist. Hidráulico,266265,2,2611,2060,2019-01-20 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,1,3,19,1,0,2,0,28,1,5,N,NULL,N,232218,21,0,2548,10,0,908,1133,0,0,NULL,6.1,NULL,NULL,18,23,22
2060,Sist. Hidráulico,273061,2,3120,2569,2019-02-15 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,3,19,0,0,2,0,29,1,6,N,NULL,N,201814,17,0,2661,10,0,918,1143,0,0,NULL,6,NULL,NULL,14,20,18
2060,Sist. Hidráulico,289033,2,4411,3860,2019-04-18 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,1,4,22,0,0,3,0,36,2,8,N,NULL,N,20/17/15,6,0,2639,11,0,946,1186,0,0,NULL,6,NULL,NULL,15,20,17
2060,Transmisión,243065,1,823,272,2018-10-25 00:00:00.000,3,NULL,NULL,NULL,NULL,0,2,1,5,6,2,1,0,0,6,2,4,N,NULL,NULL,20/16/14,6,1,2804,13,1,982,1241,0,0,NULL,10.7,NULL,NULL,14,20,16
2060,Transmisión,269403,1,2888,277,2019-02-02 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,2,4,0,0,0,0,3,2,3,N,NULL,N,191512,25,0,2914,10,0,997,1224,0,0,NULL,10.9,NULL,NULL,12,19,15
1903,Convertidor,262506,1,14561,768,2019-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,0,2,1,3,N,NULL,NULL,20/18/15,2,0,2754,6,0,934,1132,0,0,NULL,10.7,NULL,NULL,15,20,18
1903,Diferencial Trasero,195968,1,9412,538,2018-04-16 00:00:00.000,144,NULL,NULL,NULL,NULL,0,0,1,19,13,2,0,0,1,1,0,4,N,NULL,NULL,21/16/12,18,0,399,3,0,393,23,0,0,NULL,24.8,NULL,NULL,12,21,16
1903,Diferencial Trasero,217805,1,11222,2348,2018-07-12 00:00:00.000,100,NULL,NULL,NULL,NULL,0,0,0,42,27,4,0,0,2,0,0,4,N,NULL,NULL,21/19/15,30,0,447,17,0,369,81,0,0,NULL,23.6,NULL,NULL,15,21,19
1903,Diferencial Trasero,234175,1,12543,1321,2018-09-21 00:00:00.000,96,NULL,NULL,NULL,NULL,0,0,0,33,22,3,0,0,1,2,0,5,N,NULL,NULL,22/20/14,25,0,332,2,0,317,29,0,0,NULL,24.9,NULL,NULL,14,22,20
1903,Diferencial Trasero,237357,1,12804,1582,2018-10-04 00:00:00.000,88,NULL,NULL,NULL,NULL,0,0,0,32,20,3,0,0,1,2,0,5,N,NULL,NULL,211714,8,0,299,2,0,281,27,0,0,NULL,24,NULL,NULL,14,21,17
1903,Diferencial Trasero,297631,1,17227,288,2019-05-24 00:00:00.000,110,NULL,NULL,NULL,NULL,0,0,0,9,7,1,1,0,0,1,0,6,N,NULL,NULL,211712,25,0,334,4,0,304,17,0,0,NULL,25.2,NULL,NULL,12,21,17
1903,Mando Final TD,217806,1,11222,2348,2018-07-12 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,42,27,4,0,0,2,0,0,4,N,NULL,NULL,20/15/12,30,0,376,2,0,339,37,0,0,NULL,24,NULL,NULL,12,20,15
1903,Mando Final TD,221373,1,11504,282,2018-07-26 00:00:00.000,118,NULL,NULL,NULL,NULL,0,0,0,19,16,2,0,0,1,2,0,5,N,NULL,NULL,22/19/12,19,0,328,2,0,321,21,0,0,NULL,24.7,NULL,NULL,12,22,19
1903,Mando Final TD,262491,1,14561,1258,2019-01-01 00:00:00.000,75,NULL,NULL,NULL,NULL,0,0,0,18,13,2,0,0,1,1,0,4,N,NULL,NULL,21/17/12,21,0,317,2,0,323,18,0,0,NULL,25,NULL,NULL,12,21,17
1903,Mando Final TD,297649,1,17227,288,2019-05-24 00:00:00.000,109,NULL,NULL,NULL,NULL,0,0,0,9,6,1,1,0,0,0,1,5,N,NULL,NULL,211713,13,0,328,4,0,304,15,0,0,NULL,25.2,NULL,NULL,13,21,17
1903,Mando Final TI,214502,1,10937,2063,2018-06-28 00:00:00.000,104,NULL,NULL,NULL,NULL,0,0,0,42,25,4,0,1,2,5,1,5,N,NULL,NULL,21/18/13,15,0,366,2,0,343,34,0,0,NULL,24.5,NULL,NULL,13,21,18
1903,Mando Final TI,217807,1,11222,2348,2018-07-12 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,42,27,4,0,0,2,0,0,4,N,NULL,NULL,21/18/14,21,0,388,2,0,344,39,0,0,NULL,23.7,NULL,NULL,14,21,18
1903,Masa Derecha,181714,1,8313,269,2018-02-17 00:00:00.000,103,NULL,NULL,NULL,NULL,0,0,0,0,5,0,0,0,0,2,0,3,N,NULL,NULL,21/19/14,24,0,388,1,0,333,40,0,0,NULL,24.3,NULL,NULL,14,21,19
1903,Masa Derecha,206710,1,10302,579,2018-05-29 00:00:00.000,103,NULL,NULL,NULL,NULL,0,0,0,0,10,0,0,1,0,4,0,4,N,NULL,NULL,201712,28,0,334,2,0,324,21,0,0,NULL,24.2,NULL,NULL,12,20,17
1903,Masa Derecha,221376,1,11504,567,2018-07-26 00:00:00.000,121,NULL,NULL,NULL,NULL,0,0,0,0,12,0,0,0,0,4,0,5,N,NULL,NULL,22/20/17,33,0,310,2,0,318,17,0,0,NULL,23.9,NULL,NULL,17,22,20
1903,Masa Derecha,262515,1,14561,515,2019-01-01 00:00:00.000,79,NULL,NULL,NULL,NULL,0,0,0,0,8,0,0,0,0,2,0,4,N,NULL,NULL,20/16/13,24,0,292,1,0,312,4,0,0,NULL,25.5,NULL,NULL,13,20,16
1903,Masa Derecha,278926,2,15873,539,2019-03-15 00:00:00.000,96,NULL,NULL,NULL,NULL,0,0,0,0,29,0,0,0,0,4,0,4,N,NULL,NULL,211815,32,0,302,3,0,298,9,0,0,NULL,25.3,NULL,NULL,15,21,18
1903,Masa Derecha,297708,2,17227,288,2019-05-24 00:00:00.000,110,NULL,NULL,NULL,NULL,0,0,0,0,29,0,1,0,0,2,0,5,N,NULL,NULL,211713,19,0,327,5,0,299,12,0,0,NULL,25.3,NULL,NULL,13,21,17
1903,Masa Izquierda,188680,1,8874,283,2018-03-18 00:00:00.000,100,NULL,NULL,NULL,NULL,0,0,0,0,6,1,0,0,0,4,0,6,N,NULL,NULL,201713,32,0,337,3,0,329,23,0,0,NULL,23.5,NULL,NULL,13,20,17
1903,Masa Izquierda,247887,1,13564,503,2018-11-10 00:00:00.000,107,NULL,NULL,NULL,NULL,0,0,1,0,11,0,0,1,0,4,1,5,N,NULL,NULL,21/17/13,11,0,342,6,0,338,21,0,0,NULL,25,NULL,NULL,13,21,17
1903,Masa Izquierda,265765,1,14848,287,2019-01-17 00:00:00.000,97,NULL,NULL,NULL,NULL,0,0,0,0,5,0,0,1,0,2,0,6,N,NULL,NULL,201714,9,0,278,3,0,291,15,0,0,NULL,25.4,NULL,NULL,14,20,17
1903,Masa Izquierda,278917,1,15873,539,2019-03-15 00:00:00.000,96,NULL,NULL,NULL,NULL,0,0,0,0,7,0,0,0,0,4,0,4,N,NULL,NULL,201612,30,0,306,5,0,301,10,0,0,NULL,25.4,NULL,NULL,12,20,16
1903,Masa Izquierda,287079,1,16412,539,2019-04-15 00:00:00.000,98,NULL,NULL,NULL,NULL,0,0,0,0,9,0,1,0,0,3,0,6,N,NULL,NULL,211814,10,0,332,7,0,305,34,0,0,NULL,25.6,NULL,NULL,14,21,18
1903,Motor,188678,1,8874,283,2018-03-18 00:00:00.000,108,6,16,21,28,0,1,0,2,17,0,65,1,0,3,1,5,N,N,N,NULL,8,0,2100,446,0,1186,1375,0,0,NULL,14.7,9.2,NULL,NULL,NULL,NULL
1827,Convertidor,230403,2,16024,799,2018-09-04 00:00:00.000,6,NULL,NULL,NULL,NULL,0,2,0,4,12,1,1,0,1,4,0,6,N,NULL,NULL,O,24,0,2769,9,0,768,967,0,0,NULL,11.1,NULL,NULL,NULL,NULL,NULL
1827,Convertidor,274817,1,19331,987,2019-02-26 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,3,10,0,0,0,0,3,2,3,N,NULL,NULL,221916,6,0,2860,8,0,1003,1186,0,0,NULL,10.6,NULL,NULL,16,22,19
1827,Convertidor,284132,1,20131,800,2019-04-04 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,2,7,0,0,0,0,3,1,2,N,NULL,NULL,22/18/14,20,0,2956,8,0,996,1208,0,0,NULL,10.9,NULL,NULL,14,22,18
1827,Diferencial Trasero,213851,1,14681,1893,2018-06-26 00:00:00.000,112,NULL,NULL,NULL,NULL,0,0,0,40,33,3,0,1,2,3,0,6,N,NULL,NULL,23/20/12,32,0,340,2,0,331,26,0,0,NULL,23.6,NULL,NULL,12,23,20
1827,Diferencial Trasero,227148,2,15756,1075,2018-08-21 00:00:00.000,90,NULL,NULL,NULL,NULL,0,0,0,44,37,4,0,0,1,4,1,10,N,NULL,NULL,22/18/13,3,0,282,2,0,317,26,0,0,NULL,23.5,NULL,NULL,13,22,18
1827,Diferencial Trasero,230404,2,16024,1343,2018-09-04 00:00:00.000,86,NULL,NULL,NULL,NULL,0,0,1,55,35,4,0,0,2,3,1,12,N,NULL,NULL,221915,36,0,214,1,0,235,18,0,0,NULL,23.8,NULL,NULL,15,22,19
1827,Diferencial Trasero,297873,1,21206,267,2019-05-25 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,26,13,2,0,0,1,1,0,5,N,NULL,NULL,22/17/12,31,0,307,4,0,293,10,0,0,NULL,26.3,NULL,NULL,12,22,17
1827,Mando Final TD,243562,1,17082,2114,2018-10-27 00:00:00.000,97,NULL,NULL,NULL,NULL,0,0,0,27,21,3,0,0,1,2,0,7,N,NULL,NULL,221914,30,0,302,2,0,322,12,0,0,NULL,25.1,NULL,NULL,14,22,19
1827,Mando Final TD,294773,1,20939,2108,2019-05-12 00:00:00.000,95,NULL,NULL,NULL,NULL,0,0,0,55,30,5,0,0,2,2,0,5,N,NULL,NULL,23/19/13,3,0,310,3,0,304,10,0,0,NULL,25.6,NULL,NULL,13,23,19
1827,Mando Final TI,203531,1,13884,1096,2018-05-17 00:00:00.000,107,NULL,NULL,NULL,NULL,0,0,1,27,19,2,1,0,2,2,1,6,N,NULL,NULL,22/19/14,19,0,320,2,0,322,21,0,0,NULL,24.7,NULL,NULL,14,22,19
1827,Mando Final TI,217240,2,14950,269,2018-07-10 00:00:00.000,100,NULL,NULL,NULL,NULL,0,0,0,43,32,4,0,0,1,3,0,7,N,NULL,NULL,221813,28,0,344,2,0,340,24,0,0,NULL,24.2,NULL,NULL,13,22,18
1827,Mando Final TI,227150,2,15756,1075,2018-08-21 00:00:00.000,89,NULL,NULL,NULL,NULL,0,0,0,47,39,4,0,0,1,4,1,9,N,NULL,NULL,22/18/13,19,0,314,2,1,324,27,0,0,NULL,23.7,NULL,NULL,13,22,18
1827,Mando Final TI,233054,2,16286,1605,2018-09-16 00:00:00.000,102,NULL,NULL,NULL,NULL,0,0,0,65,54,6,0,1,2,5,0,8,N,NULL,NULL,221913,38,0,331,2,1,322,27,0,0,NULL,23.7,NULL,NULL,13,22,19
1827,Mando Final TI,280382,1,19865,1034,2019-03-22 00:00:00.000,110,NULL,NULL,NULL,NULL,0,0,0,36,20,3,0,0,1,2,0,6,N,NULL,NULL,232014,35,0,318,3,0,314,13,0,0,NULL,25.8,NULL,NULL,14,23,20
1827,Mando Final TI,294766,1,20939,2108,2019-05-12 00:00:00.000,92,NULL,NULL,NULL,NULL,0,0,0,54,28,5,0,0,2,2,0,5,N,NULL,NULL,23/19/13,4,0,309,3,0,309,9,0,0,NULL,25.9,NULL,NULL,13,23,19
1827,Masa Derecha,208023,2,14162,278,2018-05-31 00:00:00.000,108,NULL,NULL,NULL,NULL,0,0,0,0,37,0,0,0,0,2,0,3,N,NULL,NULL,S-M,35,0,348,1,0,345,17,0,0,NULL,24,NULL,NULL,NULL,NULL,NULL
1827,Masa Derecha,268158,3,18831,487,2019-01-27 00:00:00.000,99,NULL,NULL,NULL,NULL,0,0,0,0,81,0,0,0,0,3,0,4,N,NULL,NULL,23/21/14,48,0,301,4,1,307,13,0,0,NULL,25.4,NULL,NULL,14,23,21
1827,Masa Derecha,272017,3,19078,247,2019-02-11 00:00:00.000,98,NULL,NULL,NULL,NULL,0,0,0,0,57,0,0,0,0,2,0,5,N,NULL,NULL,23/21/13,7,0,279,3,1,282,6,0,0,NULL,25.1,NULL,NULL,13,23,21
1827,Masa Derecha,274836,3,19331,500,2019-02-26 00:00:00.000,96,NULL,NULL,NULL,NULL,0,1,0,0,38,0,0,0,0,4,1,5,N,NULL,NULL,232215,18,0,294,3,0,313,9,0,0,NULL,24.8,NULL,NULL,15,23,22
1827,Masa Izquierda,199970,3,13606,818,2018-05-04 00:00:00.000,97,NULL,NULL,NULL,NULL,0,0,0,0,132,1,0,1,0,5,0,3,N,NULL,NULL,S-M,30,0,316,3,2,311,20,0,0,NULL,24.2,NULL,NULL,NULL,NULL,NULL
1827,Masa Izquierda,277392,1,19602,271,2019-03-09 00:00:00.000,100,NULL,NULL,NULL,NULL,0,0,0,0,20,0,1,0,0,0,1,4,N,NULL,NULL,23/22/15,11,0,324,7,0,322,27,0,0,NULL,25.2,NULL,NULL,15,23,22
1827,Masa Izquierda,288621,2,20398,533,2019-04-16 00:00:00.000,105,NULL,NULL,NULL,NULL,0,0,0,0,34,0,1,0,0,4,0,6,N,NULL,NULL,232114,48,0,338,10,0,323,26,0,0,NULL,25.1,NULL,NULL,14,23,21
1827,Motor,203532,2,13884,551,2018-05-17 00:00:00.000,111,7,16,22,68,0,2,1,4,37,1,65,1,0,2,1,6,N,N,N,NULL,19,0,1844,370,0,1049,1264,0,0,NULL,14.3,9.5,NULL,NULL,NULL,NULL
1827,Motor,224002,1,15504,279,2018-08-09 00:00:00.000,57,8,18,21,35,0,2,1,1,17,0,49,0,0,3,1,7,N,N,N,NULL,25,0,1416,758,0,1067,1275,0,0,NULL,14.8,10.2,NULL,NULL,NULL,NULL
1827,Motor,265716,2,18630,286,2019-01-17 00:00:00.000,45,9,19,22,40,0,1,0,1,45,0,49,0,0,6,0,5,N,N,N,NULL,21,0,1326,763,0,1040,1242,0,0,NULL,14.8,9.5,NULL,NULL,NULL,NULL
1827,Motor,283982,2,20131,266,2019-04-04 00:00:00.000,45,8,18,21,40,1,2,0,1,31,0,48,0,0,6,1,6,N,N,N,NULL,22,0,1294,756,0,985,1215,0,0,NULL,14.7,9.8,NULL,NULL,NULL,NULL
1827,Motor,292021,2,20667,269,2019-04-30 00:00:00.000,43,8,18,22,39,2,2,0,1,27,0,47,0,1,8,1,7,N,N,N,NULL,10,0,1289,749,0,997,1227,0,0,NULL,14.5,10.9,NULL,NULL,NULL,NULL
1827,Motor,297879,2,21206,267,2019-05-25 00:00:00.000,45,8,18,23,42,0,2,0,1,32,0,47,0,0,5,0,6,N,N,N,NULL,15,0,1341,775,0,1025,1246,0,0,NULL,15,9.7,NULL,NULL,NULL,NULL
1827,Radiador,265839,1,18630,1547,2019-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1827,Radiador,274945,1,19331,2248,2019-02-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1827,Sist de Dirección,196542,1,13333,545,2018-04-19 00:00:00.000,5,NULL,NULL,NULL,NULL,0,1,0,1,2,1,0,0,0,3,0,1,N,NULL,NULL,181612,3,0,3302,8,0,878,1106,0,0,NULL,11.4,NULL,NULL,12,18,16
1827,Sist de Dirección,253285,2,17572,3688,2018-11-28 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,0,2,1,2,N,NULL,N,212017,11,0,2919,9,0,975,1207,0,0,NULL,10.5,NULL,NULL,17,21,20
1827,Sist de Dirección,256500,2,17841,3957,2018-12-11 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,0,2,1,0,0,0,2,1,3,N,NULL,N,G-NM1,2,0,2928,10,0,981,1205,0,0,NULL,10.2,NULL,NULL,NULL,NULL,NULL
1827,Sist de Dirección,261641,1,18344,4460,2019-01-04 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,1,3,0,0,0,0,2,1,3,N,NULL,N,20/19/15,15,0,2832,10,0,925,1162,0,0,NULL,10,NULL,NULL,15,20,19
1827,Sist. Hidráulico,217244,1,14950,2162,2018-07-10 00:00:00.000,3,NULL,NULL,NULL,NULL,0,3,0,4,8,2,0,4,0,11,1,7,N,NULL,NULL,201613,3,0,3385,10,0,906,1152,0,0,NULL,6.8,NULL,NULL,13,20,16
